Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
6413,28.33,0.43,1.99,2.39,1.21,1.99,0.61,286.92,342.88,11,13,13,1.42,9,Subcooled,37.9,-1,152,15,2,11.95,1.8,10.5,0.24759033
6414,28.33,0.44,2.01,2.38,1.21,2.02,0.61,286.22,343.27,11,13,13,1.38,9,Subcooled,37.9,-1,152,16,2,11.95,8.1,-2.1,0.5241431
6415,28.48,0.44,1.98,2.42,1.21,2.01,0.61,286.37,342.72,11,13,13,1.42,9,Subcooled,37.9,-1,152,17,2,11.95,8.1,4.2,0.23064514
6416,28.24,0.44,2,2.42,1.21,1.98,0.6,286.85,342.85,11,13,13,1.42,9,Subcooled,37.9,-1,152,18,2,11.95,8.1,10.5,0.20810346
6417,28.26,0.43,2.02,2.42,1.2,2.01,0.61,285.97,343.22,11,13,13,1.4,9,Subcooled,37.9,-1,152,19,3,12.7,-4.75,-2.1,0.38721901
6418,28.34,0.43,2,2.4,1.2,2,0.59,286.48,342.67,11,13,13,1.42,9,Subcooled,37.9,-1,152,20,3,12.7,-4.75,4.2,0.26521677
6419,28.33,0.44,1.98,2.4,1.18,2.02,0.58,286.94,342.87,11,13,13,1.4,9,Subcooled,37.9,-1,152,21,3,12.7,-4.75,10.5,0.18913221
6420,28.19,0.44,1.99,2.39,1.19,2.02,0.6,285.53,342.86,11,13,13,1.4,9,Subcooled,37.9,-1,152,22,4,12.7,-4.5,10.8,0.13089892
6421,28.28,0.44,1.98,2.38,1.18,1.99,0.6,286.51,342.64,11,13,13,1.42,9,Subcooled,37.9,-1,152,23,4,12.7,1.8,10.8,0.089281149
6422,28.39,0.44,2,2.42,1.21,2,0.62,286.66,343.39,11,13,13,1.4,9,Subcooled,37.9,-1,152,24,4,12.7,8.1,10.8,0.090358108
6423,28.35,0.44,2,2.41,1.19,2,0.62,285.85,342.92,11,13,13,1.39,9,Subcooled,37.9,-1,152,25,5,12.7,8.35,-2.1,0.15672432
6424,28.12,0.43,1.98,2.39,1.22,2,0.61,286.54,343.08,11,13,13,1.42,9,Subcooled,37.9,-1,152,26,5,12.7,8.35,4.2,0.099617131
6425,28.15,0.43,2,2.38,1.21,1.99,0.59,286.47,343.12,11,13,13,1.4,9,Subcooled,37.9,-1,152,27,5,12.7,8.35,10.5,0.086634167
6426,5.15,0.54,2,2.79,2.4,0.41,1.2,331.54,299.75,12,10,12,1.18,14,Superheated,42.5,-42,96.7,1,1,14.25,-1.8,-0.8,0.085106716
6427,4.94,0.54,2.02,2.79,2.42,0.41,1.21,331.87,299.15,12,10,12,1.21,14,Superheated,42.5,-42,96.7,2,1,14.25,-1.8,5,0.090940654
6428,4.98,0.53,1.98,2.79,2.4,0.42,1.2,333.06,299.65,12,10,12,1.19,14,Superheated,42.5,-42,96.7,3,1,14.25,-1.8,10.8,0.10024782
6429,5.19,0.54,2.02,2.82,2.38,0.39,1.19,332.07,298.87,12,10,12,1.22,14,Superheated,42.5,-42,96.7,4,1,14.25,3,-0.8,0.03893628
6430,5.23,0.54,1.99,2.8,2.39,0.38,1.21,332.27,299.28,12,10,12,1.2,14,Superheated,42.5,-42,96.7,5,1,14.25,3,5,0.039491802
6431,5.14,0.54,2.01,2.8,2.42,0.4,1.21,331.6,298.75,12,10,12,1.18,14,Superheated,42.5,-42,96.7,6,1,14.25,3,10.8,0.03479233
6432,5.22,0.54,2,2.81,2.4,0.38,1.19,331.12,299.39,12,10,12,1.19,14,Superheated,42.5,-42,96.7,7,1,14.25,7.8,-0.8,0.036653884
6433,5.13,0.54,2.02,2.79,2.38,0.41,1.19,332.13,299.77,12,10,12,1.19,14,Superheated,42.5,-42,96.7,8,1,14.25,7.8,5,0.036679197
6434,5.15,0.54,2.01,2.79,2.4,0.4,1.2,331.66,298.9,12,10,12,1.2,14,Superheated,42.5,-42,96.7,9,1,14.25,7.8,10.8,0.053876266
6435,5.12,0.54,1.99,2.78,2.39,0.39,1.22,330.69,299.43,12,10,12,1.2,14,Superheated,42.5,-42,96.7,10,2,12.95,-1.8,-0.8,0.2944454
6436,5.01,0.54,2.01,2.8,2.4,0.4,1.21,331.73,298.97,12,10,12,1.2,14,Superheated,42.5,-42,96.7,11,2,12.95,-1.8,5,0.27145404
6437,5.16,0.54,1.99,2.79,2.39,0.4,1.22,331.54,299.17,12,10,12,1.22,14,Superheated,42.5,-42,96.7,12,2,12.95,-1.8,10.8,0.2018059
6438,5.08,0.54,2,2.81,2.41,0.41,1.18,330.04,299.17,12,10,12,1.19,14,Superheated,42.5,-42,96.7,13,2,12.95,3,-0.8,0.31717181
6439,4.96,0.54,1.98,2.81,2.39,0.39,1.2,330.91,300.56,12,10,12,1.19,14,Superheated,42.5,-42,96.7,14,2,12.95,3,5,0.28689095
6440,5.25,0.54,2,2.78,2.4,0.4,1.2,333.77,299.05,12,10,12,1.2,14,Superheated,42.5,-42,96.7,15,2,12.95,3,10.8,0.18808381
6441,4.95,0.54,2,2.82,2.42,0.41,1.2,330.5,300.18,12,10,12,1.22,14,Superheated,42.5,-42,96.7,16,2,12.95,7.8,-0.8,0.27314857
6442,5.07,0.54,1.99,2.8,2.41,0.4,1.18,330.91,299.1,12,10,12,1.21,14,Superheated,42.5,-42,96.7,17,2,12.95,7.8,5,0.26213387
6443,4.97,0.54,2,2.8,2.39,0.39,1.22,331.1,299.14,12,10,12,1.19,14,Superheated,42.5,-42,96.7,18,2,12.95,7.8,10.8,0.17642398
6444,5.03,0.54,2.01,2.78,2.38,0.41,1.18,332.95,299.16,12,10,12,1.19,14,Superheated,42.5,-42,96.7,19,3,13.6,-2.05,-0.8,0.20892094
6445,4.89,0.54,2,2.81,2.4,0.41,1.19,331.86,299.13,12,10,12,1.19,14,Superheated,42.5,-42,96.7,20,3,13.6,-2.05,5,0.21800593
6446,5.08,0.54,1.99,2.79,2.4,0.38,1.21,330.62,299.22,12,10,12,1.18,14,Superheated,,-42,96.7,21,3,13.6,-2.05,10.8,0.18412912
6447,5.19,0.54,2.01,2.82,2.41,0.39,1.21,,298.76,12,10,12,1.19,14,Superheated,42.5,-42,96.7,22,4,13.6,-1.8,11.1,0.12587157
6448,5.01,0.54,1.98,2.81,2.39,0.41,1.19,332.27,299.23,12,10,12,1.2,14,Superheated,42.5,-42,96.7,23,4,13.6,3,11.1,0.069473945
6449,5.22,0.54,2,2.8,2.41,0.41,1.19,331.88,298.34,12,10,12,1.21,14,Superheated,42.5,-42,96.7,24,4,13.6,7.8,11.1,0.077326506
6450,5.1,0.54,2.01,2.8,2.4,0.41,1.2,332.6,299.29,12,10,12,1.19,14,Superheated,42.5,-42,96.7,25,5,13.6,8.05,-0.8,0.10201232
6451,5.15,0.54,2.01,2.81,2.41,0.39,1.18,332.02,299.4,12,10,12,1.21,14,Superheated,42.5,-42,96.7,26,5,13.6,8.05,5,0.10053556
6452,5.08,0.54,2,2.8,2.41,0.41,1.18,330.63,299.09,12,10,12,1.19,14,Superheated,42.5,-42,96.7,27,5,13.6,8.05,10.8,0.081827283
6453,16.47,0.59,0.82,7.82,2.42,1.82,1.01,351.53,326.57,8,9,5,1.78,11,Superheated,42.5,-42,96.7,1,1,10.25,-2.7,-2.1,0.1758914
6454,16.56,0.59,0.81,7.82,2.41,1.79,1.01,351.63,325.86,8,9,5,1.82,11,Superheated,42.5,-42,96.7,2,1,10.25,-2.7,0.2,0.16798981
6455,16.34,0.59,0.78,7.82,2.4,1.8,1,352.16,326.27,8,9,5,1.82,11,Superheated,42.5,-42,96.7,3,1,10.25,-2.7,2.5,0.2093783
6456,16.52,0.59,0.79,7.8,2.41,1.8,1,352.42,325.72,8,9,5,1.8,11,Superheated,42.5,-42,96.7,4,1,10.25,1.6,-2.1,0.20213
6457,16.32,0.59,0.79,7.81,2.4,1.79,0.99,351.37,326.23,8,9,5,1.82,11,Superheated,42.5,-42,96.7,5,1,10.25,1.6,0.2,0.14675063
6458,16.56,0.59,0.8,7.79,2.41,1.78,0.99,352.24,326.09,8,9,5,1.81,11,Superheated,42.5,-42,96.7,6,1,10.25,1.6,2.5,0.099272467
6459,16.27,0.59,0.78,7.79,2.42,1.82,1.01,350.78,325.74,8,9,5,1.79,11,Superheated,42.5,-42,96.7,7,1,10.25,5.9,-2.1,0.088311449
6460,16.51,0.59,0.79,7.81,2.39,1.78,1.01,351.59,326.37,8,9,5,1.79,11,Superheated,42.5,-42,96.7,8,1,10.25,5.9,0.2,0.081867903
6461,16.57,0.59,0.79,7.82,2.4,1.8,1,351.79,326.57,8,9,5,1.81,11,Superheated,42.5,-42,96.7,9,1,10.25,5.9,2.5,0.1194995
6462,16.46,0.59,0.82,7.8,2.41,1.82,1.02,352.03,325.97,8,9,5,1.79,11,Superheated,42.5,-42,96.7,10,2,8.35,-2.7,-2.1,1.6945118
6463,16.33,0.59,0.79,7.81,2.41,1.79,1.01,351.48,326.28,8,9,5,1.8,11,Superheated,42.5,-42,96.7,11,2,8.35,-2.7,0.2,0.93785322
6464,16.43,0.59,0.81,7.82,2.41,1.81,1,351.85,326.53,8,9,5,1.79,11,Superheated,42.5,-42,96.7,12,2,8.35,-2.7,2.5,0.77401572
6465,16.43,0.6,0.78,7.79,2.4,1.81,1,350.63,325.86,8,9,5,1.79,11,Superheated,42.5,-42,96.7,13,2,8.35,1.6,-2.1,2.1547794
6466,16.45,0.59,0.79,7.82,2.42,1.8,0.98,351.8,325.68,8,9,5,1.79,11,Superheated,42.5,-42,96.7,14,2,8.35,1.6,0.2,1.3495843
6467,16.4,0.59,0.79,7.79,2.38,1.79,1,351.19,325.74,8,9,5,1.79,11,Superheated,42.5,-42,96.7,15,2,8.35,1.6,2.5,0.98974085
6468,16.42,0.59,0.78,7.81,2.38,1.81,1,351.22,325.94,8,9,5,1.8,11,Superheated,42.5,-42,96.7,16,2,8.35,5.9,-2.1,1.1410954
6469,16.75,0.59,0.8,7.8,2.42,1.79,1,352.13,326.04,8,9,5,1.8,11,Superheated,42.5,-42,96.7,17,2,8.35,5.9,0.2,0.61478931
6470,16.34,0.59,0.79,7.79,2.4,1.78,1,353.1,325.29,8,9,5,1.8,11,Superheated,42.5,-42,96.7,18,2,8.35,5.9,2.5,0.51590693
6471,16.47,0.59,0.78,7.81,2.38,1.78,1.01,352.16,326.31,8,9,5,1.78,11,Superheated,42.5,-42,96.7,19,3,9.3,-2.95,-2.1,0.62652487
6472,16.36,0.59,0.79,7.81,2.41,1.81,0.99,351.73,325.69,8,9,5,1.8,11,Superheated,42.5,-42,96.7,20,3,9.3,-2.95,0.2,0.56748682
6473,16.36,0.59,0.8,7.78,2.4,1.78,1.01,353.11,325.67,8,9,5,1.79,11,Superheated,42.5,-42,96.7,21,3,9.3,-2.95,2.5,0.33661935
6474,16.32,0.59,0.78,7.79,2.41,1.8,1.02,351.72,326.3,8,9,5,1.78,11,Superheated,42.5,-42,96.7,22,4,9.3,-2.7,2.8,0.33695671
6475,16.49,0.59,0.81,7.8,2.41,1.78,1.02,350.77,325.5,8,9,5,1.81,11,Superheated,42.5,-42,96.7,23,4,9.3,1.6,2.8,0.35386023
6476,16.46,0.59,0.81,7.79,2.41,1.81,0.99,350.94,325.61,8,9,5,1.8,11,Superheated,42.5,-42,96.7,24,4,9.3,5.9,2.8,0.22492391
6477,16.4,0.6,0.79,7.79,2.41,1.79,1.02,351.34,325.15,8,9,5,1.79,11,Superheated,42.5,-42,96.7,25,5,9.3,6.15,-2.1,0.32425633
6478,16.42,0.59,0.81,7.8,2.41,1.8,1,352.64,325.55,8,9,5,1.79,11,Superheated,42.5,-42,96.7,26,5,9.3,6.15,0.2,0.25662413
6479,16.53,0.6,0.8,7.81,2.41,1.81,0.99,351.65,326.11,8,9,5,1.81,11,Superheated,42.5,-42,96.7,27,5,9.3,6.15,2.5,0.20590268
6480,5.81,0.67,1.79,4.59,2.6,1.21,0.99,423.92,340.91,6,6,8,3.02,9,Superheated,42.5,-42,96.7,1,1,9.95,-1.8,-1.5,0.097957343
6481,6.02,0.67,1.8,4.59,2.62,1.2,1.01,423.7,340.39,6,6,8,3.01,9,Superheated,42.5,-42,96.7,2,1,9.95,-1.8,2.3,0.08477404
6482,5.82,0.67,1.81,4.58,2.61,1.19,0.98,423.97,341.77,6,6,8,3.02,9,Superheated,42.5,-42,96.7,3,1,9.95,-1.8,6.1,0.07408689
6483,5.66,0.67,1.79,4.61,2.62,1.18,1,424.48,340.88,6,6,8,3.02,9,Superheated,42.5,-42,96.7,4,1,9.95,1,-1.5,0.073549919
6484,5.66,0.67,1.79,4.6,2.6,1.19,0.98,424.58,341.56,6,6,8,3.01,9,Superheated,42.5,-42,96.7,5,1,9.95,1,2.3,0.071878441
6485,5.79,0.67,1.81,4.59,2.59,1.19,1,424.09,340.52,6,6,8,3.02,9,Superheated,42.5,-42,96.7,6,1,9.95,1,6.1,0.051897403
6486,5.97,0.67,1.82,4.6,2.58,1.19,0.99,423.45,341.47,6,6,8,3.02,9,Superheated,42.5,-42,96.7,7,1,9.95,3.8,-1.5,0.069785364
6487,6.01,0.66,1.79,4.59,2.59,1.21,1.01,423.89,341.34,6,6,8,2.98,9,Superheated,42.5,-42,96.7,8,1,9.95,3.8,2.3,0.064849876
6488,5.82,0.67,1.82,4.61,2.62,1.2,1.01,425.03,341.43,6,6,8,3.02,9,Superheated,42.5,-42,96.7,9,1,9.95,3.8,6.1,0.078801535
6489,5.83,0.67,1.79,4.61,2.6,1.19,1.01,423.54,341.34,6,6,8,2.99,9,Superheated,42.5,-42,96.7,10,2,6.85,-1.8,-1.5,1.3977315
6490,6.02,0.67,1.79,4.62,2.59,1.21,1.01,423.93,340.96,6,6,8,3.01,9,Superheated,42.5,-42,96.7,11,2,6.85,-1.8,2.3,0.6338461
6491,5.75,0.67,1.81,4.58,2.62,1.2,0.99,424.36,341.68,6,6,8,3.02,9,Superheated,42.5,-42,96.7,12,2,6.85,-1.8,6.1,0.62381417
6492,5.85,0.67,1.81,4.59,2.58,1.22,1.01,425.26,342.02,6,6,8,3,9,Superheated,42.5,-42,96.7,13,2,6.85,1,-1.5,1.5808109
6493,5.85,0.66,1.81,4.59,2.59,1.22,1,424.85,341.06,6,6,8,2.99,9,Superheated,42.5,-42,96.7,14,2,6.85,1,2.3,0.73559743
6494,5.82,0.67,1.79,4.59,2.58,1.2,1,423.3,341.47,6,6,8,3.01,9,Superheated,42.5,-42,96.7,15,2,6.85,1,6.1,0.6867153
6495,5.92,0.67,1.79,4.6,2.59,1.19,1,422.76,340.93,6,6,8,2.99,9,Superheated,42.5,-42,96.7,16,2,6.85,3.8,-1.5,0.98764062
6496,5.88,0.66,1.8,4.62,2.6,1.18,1.02,424.29,340.73,6,6,8,3.01,9,Superheated,42.5,-42,96.7,17,2,6.85,3.8,2.3,0.52648729
6497,5.94,0.67,1.78,4.58,2.6,1.21,1,423.94,341.32,6,6,8,2.98,9,Superheated,42.5,-42,96.7,18,2,6.85,3.8,6.1,0.51983631
6498,5.79,0.67,1.82,4.59,2.6,1.2,1,423.7,340.64,6,6,8,2.99,9,Superheated,42.5,-42,96.7,19,3,8.4,-2.05,-1.5,0.38980952
6499,5.69,0.67,1.81,4.6,2.59,1.19,0.99,423.15,341.17,6,6,8,3.01,9,Superheated,42.5,-42,96.7,20,3,8.4,-2.05,2.3,0.25820774
6500,5.73,0.66,1.81,4.61,2.62,1.19,1.01,424.49,341.31,6,6,8,2.98,9,Superheated,42.5,-42,96.7,21,3,8.4,-2.05,6.1,0.2145275
6501,6,0.67,1.79,4.59,2.59,1.21,1.01,424.53,341.18,6,6,8,3,9,Superheated,42.5,-42,96.7,22,4,8.4,-1.8,6.4,0.19103941
6502,5.97,0.67,1.79,4.59,2.59,1.19,0.98,424.41,340.88,6,6,8,3,9,Superheated,42.5,-42,96.7,23,4,8.4,1,6.4,0.15691337
6503,6.01,0.67,1.78,4.6,2.6,1.21,0.98,424.8,341.07,6,6,8,2.98,9,Superheated,42.5,-42,96.7,24,4,8.4,3.8,6.4,0.17754146
6504,6.04,0.67,1.8,4.61,2.58,1.2,1.01,424.79,341.34,6,6,8,2.98,9,Superheated,42.5,-42,96.7,25,5,8.4,4.05,-1.5,0.24441747
6505,5.97,0.67,1.82,4.59,2.6,1.2,1,424.36,341.12,6,6,8,2.99,9,Superheated,42.5,-42,96.7,26,5,8.4,4.05,2.3,0.19931631
6506,6.07,0.67,1.8,4.59,2.58,1.21,1.01,423.93,341.22,6,6,8,3,9,Superheated,42.5,-42,96.7,27,5,8.4,4.05,6.1,0.14900284
6507,22.09,0.38,2.8,3.59,0.79,1.21,0.41,316.14,382.93,14,10,9,0.79,0,Subcooled,37.9,-1,152,1,1,16.25,-4.8,-1.2,0.084471747
6508,22.38,0.38,2.82,3.6,0.79,1.22,0.41,317.7,382.45,14,10,9,0.79,0,Subcoled,37.9,-1,152,2,1,16.25,-4.8,3.1,0.086152606
6509,22.15,0.39,2.81,3.58,0.8,1.21,0.41,316.26,383.19,14,10,9,0.82,0,Subcooled,37.9,-1,152,3,1,16.25,-4.8,7.4,0.11011814
6510,22.17,0.38,2.82,3.61,0.79,1.2,0.39,317.5,383.33,14,10,9,0.81,0,Subcooled,37.9,-1,152,4,1,16.25,0,-1.2,0.054890171
6511,22.25,0.39,2.79,3.61,0.79,1.2,0.4,317.72,382.97,14,10,9,0.81,0,Subcooled,37.9,-1,152,5,1,16.25,0,3.1,0.068761803
6512,22.15,0.38,2.81,3.59,0.82,1.19,0.4,316.96,383.33,14,10,9,0.78,0,Subcooled,37.9,-1,152,6,1,16.25,0,7.4,0.035493832
6513,22.36,0.39,2.8,3.61,0.79,1.2,0.42,317.41,382.43,14,10,9,0.79,0,Subcooled,37.9,-1,152,7,1,16.25,4.8,-1.2,0.046403974
6514,22.24,0.39,2.82,3.61,0.82,1.19,0.42,316.47,383.24,14,10,9,0.82,0,Subcooled,37.9,-1,152,8,1,16.25,4.8,3.1,0.046529301
6515,22.19,0.39,2.81,3.61,0.8,1.21,0.41,318.14,382.91,14,10,9,0.81,0,Subcooled,37.9,-1,152,9,1,16.25,4.8,7.4,0.068699516
6516,22.24,0.38,2.79,3.61,0.79,1.19,0.42,316.63,382.94,14,10,9,0.79,0,Subcooled,37.9,-1,152,10,2,15.35,-4.8,-1.2,0.26891744
6517,22.16,0.38,2.79,3.6,0.8,1.2,0.4,316.38,382.94,14,10,9,0.79,0,Subcooled,37.9,-1,152,11,2,15.35,-4.8,3.1,0.26529005
6518,22.26,0.38,2.8,3.62,0.81,1.19,0.4,316.38,382.36,14,10,9,0.81,0,Subcooled,37.9,-1,152,12,2,15.35,-4.8,7.4,0.18658768
6519,22.38,0.39,2.79,3.6,0.79,1.22,0.39,316.14,382.48,14,10,9,0.8,0,Subcooled,37.9,-1,152,13,2,15.35,0,-1.2,0.31022435
6520,22.28,0.39,2.8,3.59,0.8,1.21,0.42,318.29,382.68,14,10,9,0.78,0,Subcooled,37.9,-1,152,14,2,15.35,0,3.1,0.30003875
6521,22.03,0.39,2.79,3.61,0.8,1.19,0.4,315.85,382.59,14,10,9,0.79,0,Subcooled,37.9,-1,152,15,2,15.35,0,7.4,0.20705695
6522,22.03,0.39,2.79,3.61,0.81,1.2,0.4,315.47,382.98,14,10,9,0.81,0,Subcooled,37.9,-1,152,16,2,15.35,4.8,-1.2,0.32496735
6523,22.02,0.39,2.81,3.62,0.8,1.2,0.39,317.07,382.7,14,10,9,0.78,0,Subcooled,37.9,-1,152,17,2,15.35,4.8,3.1,0.26593938
6524,22.17,0.38,2.81,3.6,0.78,1.22,0.39,316.81,382.59,14,10,9,0.82,0,Subcooled,37.9,-1,152,18,2,15.35,4.8,7.4,0.18703386
6525,22.11,0.39,2.79,3.6,0.81,1.19,0.41,317.32,382.83,14,10,9,0.81,0,Subcooled,37.9,-1,152,19,3,15.8,-5.05,-1.2,0.19177493
6526,22.25,0.38,2.78,3.6,0.81,1.2,0.42,317.76,383.08,14,10,9,0.81,0,Subcooled,37.9,-1,152,20,3,15.8,-5.05,3.1,0.19257075
6527,22.24,0.39,2.78,3.58,0.79,1.2,0.38,317.94,383.1,14,10,9,0.79,0,Subcooled,37.9,-1,152,21,3,15.8,-5.05,7.4,0.17042956
6528,22.07,0.39,2.8,3.62,0.81,1.2,0.4,316.28,382.74,14,10,9,0.81,0,Subcooled,37.9,-1,152,22,4,15.8,-4.8,7.7,0.11574897
6529,22,0.38,2.81,3.59,0.79,1.21,0.39,317.03,382.93,14,10,9,0.78,0,Subcooled,37.9,-1,152,23,4,15.8,0,7.7,0.093014933
6530,22.19,0.39,2.8,3.6,0.79,1.18,0.41,317.7,382.69,14,10,9,0.82,0,Subcooled,37.9,-1,152,24,4,15.8,4.8,7.7,0.094785772
6531,22.03,0.39,2.8,3.58,0.79,1.19,0.41,318.32,382.25,14,10,9,0.79,0,Subcooled,37.9,-1,152,25,5,15.8,5.05,-1.2,0.12945983
6532,22.16,0.38,2.81,3.61,0.8,1.19,0.4,316.5,383.06,14,10,9,0.81,0,Subcooled,37.9,-1,152,26,5,15.8,5.05,3.1,0.12414514
6533,22.22,0.39,2.79,3.6,0.8,1.21,0.41,316.03,383.31,14,10,9,0.79,0,Subcooled,37.9,-1,152,27,5,15.8,5.05,7.4,0.1026518
6534,38.8,0.11,2.6,9.99,0.41,0.42,0.39,299.92,324.4,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,1,1,13.15,-6.9,-0.4,0.13212949
6535,38.8,0.11,2.6,10.01,0.39,0.41,0.38,301.07,324.51,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,2,1,13.15,-6.9,1.4,0.13523309
6536,38.78,0.11,2.58,9.98,0.39,0.42,0.38,300.5,325.51,9,17,4,2.78,9,Subcooled,42.5,-42,96.7,3,1,13.15,-6.9,3.2,0.22327188
6537,38.71,0.11,2.61,10,0.42,0.38,0.38,300.21,325.83,9,17,4,2.82,9,Subcooled,42.5,-42,96.7,4,1,13.15,1.4,-0.4,0.11884088
6538,38.7,0.11,2.58,10.01,0.42,0.42,0.41,300.75,325.26,9,17,4,2.78,9,Subcooled,42.5,-42,96.7,5,1,13.15,1.4,1.4,0.077889614
6539,38.68,0.11,2.62,10,0.38,0.39,0.41,300.32,325.19,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,6,1,13.15,1.4,3.2,0.11289172
6540,38.64,0.11,2.58,10,0.41,0.39,0.41,301.18,325.06,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,7,1,13.15,9.7,-0.4,0.077777237
6541,38.56,0.11,2.61,9.98,0.4,0.38,0.41,298.96,325.21,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,8,1,13.15,9.7,1.4,0.077523664
6542,38.68,0.11,2.6,10.01,0.41,0.41,0.39,300.71,325.7,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,9,1,13.15,9.7,3.2,0.10441518
6543,38.72,0.11,2.59,10,0.39,0.4,0.41,301.1,325.1,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,10,2,10.25,-6.9,-0.4,0.59492779
6544,38.74,0.1,2.58,10.01,0.41,0.39,0.41,301.72,324.99,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,11,2,10.25,-6.9,1.4,0.60506499
6545,38.68,0.1,2.61,10,0.4,0.42,0.38,300.68,324.75,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,12,2,10.25,-6.9,3.2,0.61126846
6546,38.87,0.1,2.59,10.02,0.4,0.4,0.42,300.9,325.32,9,17,4,2.79,9,Subcooled,42.5,-42,96.7,13,2,10.25,1.4,-0.4,1.2807482
6547,38.65,0.11,2.6,10,0.4,0.38,0.42,301.29,325.63,9,17,4,2.79,9,Subcooled,42.5,-42,96.7,14,2,10.25,1.4,1.4,1.2857124
6548,38.67,0.1,2.62,10,0.39,0.41,0.4,300.39,325.22,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,15,2,10.25,1.4,3.2,1.2587255
6549,38.62,0.11,2.59,10,0.42,0.4,0.39,302.07,325.45,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,16,2,10.25,9.7,-0.4,0.49699941
6550,38.81,0.11,2.61,10.01,0.42,0.4,0.39,300.18,324.93,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,17,2,10.25,9.7,1.4,0.54736936
6551,38.77,0.1,2.59,10,0.4,0.42,0.38,301.04,325.21,9,17,4,2.82,9,Subcooled,42.5,-42,96.7,18,2,10.25,9.7,3.2,0.55443573
6552,38.81,0.11,2.59,10,0.38,0.41,0.38,300.8,325.86,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,19,3,11.7,-7.15,-0.4,0.42574805
6553,38.58,0.11,2.59,10,0.41,0.41,0.42,301.43,325.29,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,20,3,11.7,-7.15,1.4,0.43445405
6554,38.67,0.11,2.61,10.01,0.39,0.39,0.39,300.07,325.25,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,21,3,11.7,-7.15,3.2,0.42884293
6555,38.59,0.11,2.6,10.02,0.38,0.4,0.42,301.21,325.17,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,22,4,11.7,-6.9,3.5,0.33954769
6556,38.55,0.11,2.58,10,0.39,0.4,0.41,301.55,325.22,9,17,4,2.79,9,Subcooled,42.5,-42,96.7,23,4,11.7,1.4,3.5,0.37953243
6557,38.79,0.1,2.58,9.99,0.41,0.39,0.42,299.73,325.14,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,24,4,11.7,9.7,3.5,0.18803188
6558,38.79,0.11,2.62,10.02,0.39,0.39,0.4,299.99,325.54,9,17,4,2.81,9,Subcooled,42.5,-42,96.7,25,5,11.7,9.95,-0.4,0.12716019
6559,38.74,0.11,2.6,10.01,0.39,0.41,0.41,301.55,324.67,9,17,4,2.78,9,Subcooled,42.5,-42,96.7,26,5,11.7,9.95,1.4,0.13022645
6560,38.58,0.11,2.61,9.98,0.38,0.39,0.4,300.57,325.81,9,17,4,2.8,9,Subcooled,42.5,-42,96.7,27,5,11.7,9.95,3.2,0.17166594
6561,17.97,0.41,0.8,1.81,1.22,1.59,0.79,395.47,374.16,10,15,14,1.38,8,Subcooled,37.9,-1,152,1,1,11.85,-5.9,-1.8,0.077278987
6562,18.27,0.41,0.79,1.79,1.21,1.58,0.79,397.34,374.27,10,15,14,1.4,8,Subcooled,37.9,-1,152,2,1,11.85,-5.9,5,0.054405883
6563,17.89,0.41,0.82,1.8,1.19,1.58,0.82,396.24,374.1,10,15,14,1.41,8,Subcooled,37.9,-1,152,3,1,11.85,-5.9,11.8,0.043973304
6564,18.22,0.41,0.81,1.78,1.21,1.6,0.78,394.65,373.51,10,15,14,1.39,8,Subcooled,37.9,-1,152,4,1,11.85,1.4,-1.8,0.028848218
6565,17.95,0.41,0.8,1.8,1.22,1.6,0.82,395.14,374.38,10,15,14,1.38,8,Subcooled,37.9,-1,152,5,1,11.85,1.4,5,0.023083238
6566,17.97,0.41,0.81,1.78,1.22,1.58,0.81,397.16,374.14,10,15,14,1.4,8,Subcooled,37.9,-1,152,6,1,11.85,1.4,11.8,0.017087806
6567,18.14,0.41,0.8,1.81,1.19,1.6,0.8,396.4,374.1,10,15,14,1.39,8,Subcooled,37.9,-1,152,7,1,11.85,8.7,-1.8,0.033547301
